Comment Body,Display Name,Latitude,Location,Longitude,Status,User Comments,User ID,userID (userscores.csv),Approve Date,Article Relevance,AV Gcommentspermonth,AVG Brevity,AVG Personal XP,AVG Picks,AVG Readability,AVG Recommendation Score,Brevity,Comment Sequence,Conversational Relevance,Editors Selection,Number of Records,Personal XP,Readability,Recommendation Count,Recommendation Score,Times People
People may have a rosy picture of community policing.  I remember former Mayor Giuliani saying that the black police officers could be even harder on the black kids than their white counterparts.,AACNY,43.156168,NY,-75.844995,approved,api.nytimes.com/svc/community/v2/comments/user/id/26671491.xml,26671491,26671491,"1,423,787,527",0.204781674,177.4230769,56.81544909,0.013470403,0.006864658,18.35485946,4.534792976,32,"14,122,611",0.4511634,0,1,0.03125,12.9,2,0.693147181,1
"There is a lack of accountability on the part of our citizenry as well.  It\'s not just that they have no respect for the law, neither do they have it for  authority, in general, or other people for that matter.  <br/><br/>They have created an extreme situation that police are not properly equipped to handle, one in which police simply do not have the upper hand because they are law enforcement. Police have to do a better job with this challenge.",AACNY,43.156168,NY,-75.844995,approved,api.nytimes.com/svc/community/v2/comments/user/id/26671491.xml,26671491,26671491,"1,423,784,827",0.229945555,177.4230769,56.81544909,0.013470403,0.006864658,18.35485946,4.534792976,81,"14,122,253",0.313586816,0,1,0.012048193,15.2,2,0.693147181,1
"You need to break out the crimes.  The violent crimes are driven by criminals.  Their effects on civilians are significant.<br/><br/>The other crimes (ex., for drug offenses) are driven primarily by public policy and policing strategies, with the exception of drug epidemics.  Their effects on those arrested can be as significant as the effects on civilians.",AACNY,43.156168,NY,-75.844995,approved,api.nytimes.com/svc/community/v2/comments/user/id/26671491.xml,26671491,26671491,"1,423,786,567",0.061845649,177.4230769,56.81544909,0.013470403,0.006864658,18.35485946,4.534792976,56,"14,122,496",0.217741003,0,1,0.017241379,21.5,0,0,1
"Wow, what a rare, honest and refreshing speech. I\'m just blown away.",Eric,43.156168,NY,-75.844995,approved,api.nytimes.com/svc/community/v2/comments/user/id/36831321.xml,36831321,36831321,"1,423,772,375",0.048190326,27.03947368,101.7260341,0.02058506,0.042822384,23.71201946,21.85498783,13,"14,120,102",0.05130369,0,1,0.076923077,11.6,6,1.791759469,1
"It would be good, also, to distinguish between tactics and targets and have two intersecting conversations.  NYPD\'s too-often used weapon is an angry and sometimes brutal take-down of anyone viewed as disrespectful.  And this is used more often, perhaps most often, with black people.  Comey\'s statement is important and welcome.  But we also need discussion of why police tactics are so harsh and demeaning.    ",MW,43.156168,NY,-75.844995,approved,api.nytimes.com/svc/community/v2/comments/user/id/48495719.xml,48495719,48495719,"1,423,771,356",0.098743098,0.333333333,67.33333333,0.046166354,0,19.46666667,11,68,"14,119,194",0.199668661,0,1,0.014705882,25,10,2.302585093,1
"what can one say if a man who happens to be white makes such indicting statement of the white community or the very white structures that has created these problems for the other part of America. I am not surprised at all that most whites or a majority of whites probably are honest when it comes to the discussion of racism.<br/>I am an outsider, and I have observed racial issues since I have been in NYC for 27 years.<br/>The issue with racism is not that individual whites are prejudiced towards Blacks or African Americans. The problem  has to do with establishments or institutions  which deny African Americans opportunities to progress (economically and socially).  Institutions from universities, banks, the police force, the fire departments  and other establishments are the cause of  this racial inequality our Beloved American society.<br/>Well, the director has challenged one of those institutions  Police departments to rethink their role &amp; responsibilities to the citizen (Blacks), and the best part of his attempt is that he is White. ",Nii,43.156168,NY,-75.844995,approved,api.nytimes.com/svc/community/v2/comments/user/id/53550585.xml,53550585,53550585,"1,423,773,619",0.170993678,2.723076923,49.31638418,0.044636143,0.005649718,16.4079096,5.146892655,171,"14,119,773",0.390632806,0,1,0.028571429,39.2,2,0.693147181,1
"Whether or not American society can have a full \""national conversation about race,\"" we need to have a basis for a dialogue. I applaud Director Comey for joining the Attorney General and others for verbalizing that those at the top should acknowledge what so many live with. Without honest words, the prospect for mutual respect between law enforcement and citizens diminishes. ",NM,43.156168,NY,-75.844995,approved,api.nytimes.com/svc/community/v2/comments/user/id/40118532.xml,40118532,40118532,"1,423,765,682",0.171156056,73.40909091,65.30154799,0.029520801,0.091021672,19.80811146,25.89102167,61,"14,118,712",0.127521181,1,1,0.032786885,19,117,4.762173935,1
These comments are encouraging to hear from the Director.  It is tragic that the President and Attorney General both of whom are black would be lambasted  by the media and the political classes for voicing the same obvious truths.,April,43.156168,"NY, NY",-75.844995,approved,api.nytimes.com/svc/community/v2/comments/user/id/34333646.xml,34333646,34333646,"1,423,765,085",0.087454826,0.853658537,105.4857143,0.036656192,0.028571429,25.1,21.88571429,39,"14,118,366",0.084554179,0,1,0,15.2,49,3.891820298,1
"The bottom line is, a good percentage of both men and women in law enforcement ought not to have been selected to serve in the first place. A lot of those individuals either were and still are cowards, or, they were brought up in an environment that yearned for the \""good \'ol days\"". Those personality profiles are woefully incompatible with the role of an authority figure.<br/>Brave men and women know that deadly force/aggression is reserved to be used, only when all else fail. On the other hand, cowards believe that aggressive action, is the 1st right of refusal. See the difference?<br/>As for the training at these academies, they should be scrapped, and replaced with more socially appropriate training and practices. A lot of the ills that have manifested on a typical tour, is cultivated/germinated in the academies.<br/>Lastly, regarding the race bias, this is systemic throughout every aspect of government, from educational  institutions to institutions for incarceration. The problem is that those at the helm have either gotten so myopic that they are totally desensitized, or, it\'s their innate culture and now, \""they are living dream\"".<br/>If there are truly honest concerns about the issues of the day, one truly does not have to look far for the potential solutions. ",Falcon Hollow,43.156168,"NY, NY",-75.844995,approved,api.nytimes.com/svc/community/v2/comments/user/id/28491222.xml,28491222,28491222,"1,423,840,223",0.077768973,1.131578947,45.68604651,0.036074487,0,14.55348837,3.895348837,215,"14,125,294",0.123100692,0,1,0,36.2,5,1.609437912,1
"No, its not.  It\'s called experience. ",Wondering,43.156168,"NY, NY",-75.844995,approved,api.nytimes.com/svc/community/v2/comments/user/id/5659486.xml,5659486,5659486,"1,423,783,830",0.036105458,4.74025974,47.50958904,0.009495982,0,15.93890411,1.805479452,7,"14,121,885",0.037820611,0,1,0,6,6,1.791759469,1
Your argument is supposition and is therefore the one that is flawed. John\'s statement is correct and is based on arrests.,Wondering,43.156168,"NY, NY",-75.844995,approved,api.nytimes.com/svc/community/v2/comments/user/id/5659486.xml,5659486,5659486,"1,423,783,830",0.015249495,4.74025974,47.50958904,0.009495982,0,15.93890411,1.805479452,22,"14,121,919",0.065219947,0,1,0,15.2,0,0,1
"Director Comey\'s comments on race and policing constitute a rational and balanced point of view.   <br/><br/>That some police are bullies, that some may be racially biased, that some are cynical about the presumption of innocence when it comes to young black men cannot be denied.  Yet if we were to have the ideal police force, made up of patient but firm officers, able to discern in a heartbeat the difference between a threatening gesture and a harmless gesture, we as a community would still be confronted with an unresolved core problem.<br/><br/>The real challenge to America is what to do to change the dysfunctional black urban culture that generates the disproportionate rate of violent crime in our society.  Until young black men emulate Barack Obama rather than Suge Knight, spend their time in school rather than dropping out, ... well, you know the rest of the familiar middle class diatribe.<br/><br/>The problem is the waste of young black lives and the squandering of untapped potential.<br/><br/>The change must start with more stable families, followed by more stable schooling, followed by respect for other people.  These are controllables, within ability of each individual.  Until these changes permeate the black urban community, nothing of consequence with policing will change.",TDurk,43.185475,Rochester NY,-77.610686,approved,api.nytimes.com/svc/community/v2/comments/user/id/21573232.xml,21573232,21573232,"1,423,773,569",0.197917218,15.02325581,166.496904,0.014745614,0.069659443,32.15882353,18.47368421,207,"14,119,730",0.439334349,0,1,0.013953488,34.3,8,2.079441542,1
"One takes it that Mr. Comey is not \""a coward\"" on race. Maybe being a white Republican serving a Democratic administration of a black President, he has a better chance than any of his current bosses, or any of his party colleagues, that he would not be shouted down immediately, by the other side. Or worse, whatever constructive criticism he offers being taken as  encouraging violence on police.  <br/><br/>Agree with most of what he said, as reported in this article. On that role model thing. Think of it this way: what happened to black colleges or more visibly, say black college athletic teams once African Americans were integrated? These colleges and teams lost their luster, became less competitive. This is the same thing in many black neighborhoods. People like Eric Holder or Barack Obama moved out, a drain out of the best. Neighborhoods are like ecosystems, of course, these places are going to struggle unless there are countervailing forces correcting for these losses. Second thing is the community policing item. I maintain there is no good reasons for having wild lopsided compositions of police forces (like in Ferguson). This is basically the result of racial based networks as pipelines to the desirable jobs. People get hired by people they know kind of thing. And in itself shows the deep chasm in race relations. Over lay that with cynical uses of law enforcement as revenue raising tool, directed specifically at the under represented, you have dry powder kegs. ",Joker,43.223321,Gotham,-90.291513,approved,api.nytimes.com/svc/community/v2/comments/user/id/56951701.xml,56951701,56951701,"1,423,791,940",0.262780452,8.675324675,146.7769461,0.01393105,0.023952096,28.975,7.422155689,247,"14,122,861",0.385231308,0,1,0.004016064,43.9,7,1.945910149,1
"Comey may have been on target when he said, _It_s hard to hate up close.\""  Police have not been \""up close\"" with the communities they serve since the disappearance of the beat cop.  There is an analogy with the COIN tactics promoted by General David Petraeus in Iraq and Afghanistan:  live with the indigenous population and thereby develop a strong rapport.  Standoff tactics, whether it be by patrolling with squad cars or MRAPS, do not foster \""up close\"" relationships.  On the other hand, it will be more than difficult to recruit cops to further risk their safety by walking beats in high-crime areas.",Lucious Nieman,43.296672,"Cedarburg, Wisconsin",-87.98759,approved,api.nytimes.com/svc/community/v2/comments/user/id/1191282.xml,1191282,1191282,"1,423,765,583",0.121394319,1.733333333,112.0153846,0.013101714,0.076923077,26.19076923,7.984615385,104,"14,118,672",0.151565722,0,1,0,26.2,12,2.48490665,1
"Interaction between police and civilians exists on two levels.  The first, and always immediate, is contact with suspects, many of whom pose a perceived threat to other civilians and police.  The second is contact with members of the community at large.  Chief Couper is correct that police must build trust with the community at large to engender broad based support rather than, \""I didn\'t see anything.\""  That is the \""up close\"" issue that Director Comey referenced and requires police to get out of their squad cars and mingle with the community.  The second level of trust is between police and criminals.  That is the contact that results in police firing in self defense at suspects.  Police-criminal trust is an oxymoron.  Trust is not an issue when dealing with criminal suspects.  While community trust of police is essential for many reasons, trust at that level will not avoid police-criminal violence until and unless the community ceases producing criminals.  The Chief\'s fixation on trust is misplaced; police will continue to be threatened by large numbers of suspects until positive social revolution occurs in the high crime neighborhoods.",Lucious Nieman,43.296672,"Cedarburg, Wisconsin",-87.98759,approved,api.nytimes.com/svc/community/v2/comments/user/id/1191282.xml,1191282,1191282,"1,423,768,305",0.184398047,1.733333333,112.0153846,0.013101714,0.076923077,26.19076923,7.984615385,189,"14,118,857",0.399282337,0,1,0.005291005,35.7,2,0.693147181,1
"Police in NYC would be respected and liked more, and they might think a bit more highly of the people they serve, if more of their work got them out of the ubiquitous cars which almost all of them seem to be in all the time.  It\'s easier to be disrespectful towards those you don\'t interact with on a daily, personal, level, and I\'m talking about citizens getting to know cops as well as cops getting to know the people they serve.  ",mikeoshea,43.317701,"Hadley, NY",-73.847482,approved,api.nytimes.com/svc/community/v2/comments/user/id/20460871.xml,20460871,20460871,"1,423,791,940",0.08013949,10.125,221.2592593,0.040179396,0.093278464,34.76255144,35.42798354,85,"14,122,986",0.217656329,0,1,0.011764706,19.9,7,1.945910149,1
"Any \""dialogue\"" about police and the African-American community needs to examine in detail, the events that lead up to the first shot being fired in Ferguson, the first physical contact between the police officer and the NYC cigarette seller, etc.. There is a deeply held belief in the middle class white sector of the population that African-Americans want to be held to a lower standard of personal conduct than their white counterparts. This, they believe, is evidenced by refusal to provide information during police investigations, and the widespread acceptance of petty lawlessness as a way of life, a cultural marker, if you will.<br/>Any \""dialogue\"" needs to examine what happens before an encounter occurs, or else the \""dialogue\"" will be viewed by many, including the police, as a white wash (no pun intended).<br/>LTC Buzz<br/>Lyndonville, NY",LTC Buzz,43.326724,"Lyndonville, NY",-78.388914,approved,api.nytimes.com/svc/community/v2/comments/user/id/13054215.xml,13054215,13054215,"1,423,773,753",0.181536904,0.813953488,105.6571429,0.026510835,0.042857143,24.93,10.3,138,"14,119,973",0.334468662,0,1,0,28,6,1.791759469,1
It has always been nigh impossible to have an intelligent discussion about race in this country. Mr. Comey\'s remarks serve as a reminder that it actually is possible. A great antidote to what folks like Mike Barber (and the 27 people who have so far recommended his viewpoint that black people are to blame) say. We need more cops like Mr. Comey.,br,43.411391,midwest,-106.280075,approved,api.nytimes.com/svc/community/v2/comments/user/id/47650336.xml,47650336,47650336,"1,423,768,305",0.146622609,9.454545455,98.27307692,0.016936355,0.030769231,22.81980769,14.79230769,63,"14,118,807",0.15472417,0,1,0.015873016,19,8,2.079441542,1
"I grow weary of so-called white intellectuals who live in upper middle class neighborhoods having discourses on race from the safety of their ivory towers while excusing all black violence as crimes of poverty. As someone who lives in a poor neighborhood who has been the victim of a serious black on white crime and sees other such crimes on a regular basis, I am tired of being blasted for expressing my real world concerns over safety or for telling my story because it\'s not politically correct. The same individuals who ignore real acts of aggression so long as it is committed by a person of color-- always apologizing for the behavior as the result of one -ism or another-- are the first to blow up over microaggressions as small as a white male foolishly holding the door open for someone. It\'s clear to me that for many, the only acceptable narrative is white = bad, privileged; black = good, always the victim of racism and circumstance. The slogan black lives matter would be a lot more meaningful if more blacks acted in ways that actually demonstrate that their lives matter and showed respect for themselves, their children, the police, and the communities in which they live.",Ana Cleary,43.411391,Midwest,-106.280075,approved,api.nytimes.com/svc/community/v2/comments/user/id/71274514.xml,71274514,71274514,"1,423,847,625",0.125422645,0,182.6666667,0.019597031,0,34.96666667,3.666666667,208,"14,128,254",0.411620132,0,1,0.024038462,40.4,6,1.791759469,1
"I share your experience. I also moved from a mostly white community and had been taught that color is only skin deep and that the problems blacks experience are due to the white racists who exist to keep the black man down. Within months of moving to a much more diverse city, I was beaten by four blacks just for fun. Since then, I have lived in a diverse neighborhoods and seen the senseless violence and crime, which is predominantly black on black and black on other. White apologists who rarely venture out of their upper middle class neighborhoods and experience race through ivory tower colloquiums aimed at one-way dialogue refuse to hold any black person responsible for their behavior or choices made. Meanwhile, black intellectuals berate their white allies for not doing enough, while never asking blacks to do more for themselves. Every crime is a crime of poverty and the perpetrator is always the victim. Unless the perpetrator is white, of course. And anyone who says otherwise is a racist blind to their own privilege. There can be no meaningful discussion on race so long as it is aimed at white self-flagellation and places no responsibility on black people.",Ana Cleary,43.411391,Midwest,-106.280075,approved,api.nytimes.com/svc/community/v2/comments/user/id/71274514.xml,71274514,71274514,"1,423,857,061",0.140164908,0,182.6666667,0.019597031,0,34.96666667,3.666666667,203,"14,131,026",0.426224097,0,1,0.019704433,34.8,5,1.609437912,1
"You can have the best schools, scholarships, and affirmative action plans and employment opportunities, but if you don\'t value education or possess a strong work ethic, it\'s pointless. The greatest predictor of employment success is whether a child grows up in a househeld where work is valued and demonstrated through sustained parental employment. Instead, this country has created a welfare system that fosters dependency and the expectation among some that the government will provide for all of their needs in perpetuity. That the white man owes. Government assistance is a safety net, not a way of life, and criminality should be the exception not the rule. And while this is the expectation for everyone else in this country, until it is the expectation of black people as well, the problems we see will only worsen.",Ana Cleary,43.411391,Midwest,-106.280075,approved,api.nytimes.com/svc/community/v2/comments/user/id/71274514.xml,71274514,71274514,"1,423,867,262",0.045249926,0,182.6666667,0.019597031,0,34.96666667,3.666666667,137,"14,132,410",0.13731091,0,1,0.01459854,29.7,0,0,1
"So much for an \""honest\"" discussion.",D.A.Oh.,43.411391,Midwest,-106.280075,approved,api.nytimes.com/svc/community/v2/comments/user/id/57609397.xml,57609397,57609397,"1,423,847,934",0.066654952,38.6,50.88946459,0.020402857,0.02417962,16.64507772,8.81433506,6,"14,128,791",0.044820155,0,1,0,6,0,0,1
"All true.  If FBI agents now start turning their backs on Director Comey, then that would be a step backwards.  I doubt that will happen, however; I expect that the agents are more intelligent and committed to the public welfare than are NYC police officers. I hope that the entire nation (except the incapable rank and file NYC police officers) can engage in the type of constructive dialogue Comey has initiated regarding race and policing.",AM,43.484913,New Hampshire,-71.655399,approved,api.nytimes.com/svc/community/v2/comments/user/id/58512226.xml,58512226,58512226,"1,423,845,686",0.195767735,13.97777778,123.1049285,0.025364108,0.036565978,27.13529412,19.05564388,75,"14,125,928",0.359979658,0,1,0.04,18.2,0,0,1
Careful about speaking the truth in public.....it isn\'t well-tolerated.,Don,43.484913,NH,-71.655399,approved,api.nytimes.com/svc/community/v2/comments/user/id/7721102.xml,7721102,7721102,"1,423,765,061",0.028845698,4.684210526,59.97752809,0.030762168,0.028089888,18.55280899,10.07303371,12,"14,118,335",0.056428643,0,1,0,10.1,3,1.098612289,1
"The days of Andy Griffith are long gone.  The dregs that the police have to deal with all day/everyday understandably take a toll. Profiling?  Well of course.....that\'s how the human mind operates.  If it looks, smells and tastes  like something it usually is.  The black communities need to be honest with themselves and admit that there\'s something very wrong with the fact that 57% of murders in this country are committed by black males that comprise 6% of our population.  Truth is a rare commodity these days and I commend Comey for his frankness.",Don,43.484913,NH,-71.655399,approved,api.nytimes.com/svc/community/v2/comments/user/id/7721102.xml,7721102,7721102,"1,423,774,766",0.086613484,4.684210526,59.97752809,0.030762168,0.028089888,18.55280899,10.07303371,98,"14,120,660",0.245436826,0,1,0.020408163,22.2,25,3.218875825,1
"And so my son has to die because the police have developed a hard shell when they see an African-American face.  What if African-American police used that same excuse when they killed a young white man.  Would that be acceptable?<br/>No. It is not acceptable when white police kill African-American men. If the police come with biases, keep them out of our neighborhoods.  ",Larry,43.621196,Michigan,-84.682435,approved,api.nytimes.com/svc/community/v2/comments/user/id/67923306.xml,67923306,67923306,"1,423,773,647",0.228787701,1.944444444,83.34285714,0.036225673,0.085714286,20.6,12.08571429,66,"14,119,802",0.445543335,0,1,0.044776119,16.3,4,1.386294361,1
"First, you are making terrible assumptions about neighborhoods where African-Americans Live.  There are many beautiful neighborhoods where we plant flowers and take care of our homes. If we decide as a family  that we want to live in an  African-American neighborhood where we am comfortable, I have to be afraid that a white policeman will come into my neighborhood with his natural biases and hurt us. And, it is my fault.  If I decide to move my family into a mainly white neighborhood, I have to worry that a white policeman will see me and apply his natural prejudices.  Why is my son walking down the street in a white area.  If he does not let the policeman humiliate him enough in front of the white neighbors, he can be killed.  Again, it is our fault. Sounds like I will have to give up my life and the life of my children so the police can be happy.   NO!",Larry,43.621196,Michigan,-84.682435,approved,api.nytimes.com/svc/community/v2/comments/user/id/67923306.xml,67923306,67923306,"1,423,776,925",0.101499083,1.944444444,83.34285714,0.036225673,0.085714286,20.6,12.08571429,161,"14,120,939",0.24586072,0,1,0.124223602,25.6,7,1.945910149,1
"If 4% of white population are creating crimes, why haven\'t we had any white young men killed by white policeman?",Larry,43.621196,Michigan,-84.682435,approved,api.nytimes.com/svc/community/v2/comments/user/id/67923306.xml,67923306,67923306,"1,423,769,529",0.047818647,1.944444444,83.34285714,0.036225673,0.085714286,20.6,12.08571429,21,"14,118,960",0.176689169,0,1,0.047619048,8.3,4,1.386294361,1
"Lets look at the numbers. 70% of people in America are white.  If 4% of that 70% commit crimes.  How many people have committed crimes.  If even 90% of the African-American population commit crimes and we are 13% of the population.  It appears to me that more whites commit crimes then people of color.  F.B.I., director James B. Comey, just wrote an article to excuse police for killings.  You know, in those neighborhoods he is referring to, there are many, many good people who are just trying to go to work and take care of their children, but they are afraid of the police because of their shoot first attitude.  Mr. Comey\'s report was not helpful at all.  It just gives the police a reason or excuse when they hurt people of color.  He gave them the red light! After all, they are just human.  We are humans also!",Larry,43.621196,Michigan,-84.682435,approved,api.nytimes.com/svc/community/v2/comments/user/id/67923306.xml,67923306,67923306,"1,423,768,305",0.256780445,1.944444444,83.34285714,0.036225673,0.085714286,20.6,12.08571429,153,"14,118,868",0.34477824,0,1,0.026143791,26.9,5,1.609437912,1
"And, furthermore, stop defending the cop who empties his weapon into another human being and instead stand up as a cop who would do no such thing. People need to know there are more good cops than bad. Every turned back in NYC represents someone who is supposed to serve and protect who has claimed the right to do as he or she pleases.",P,43.621196,Michigan,-84.682435,approved,api.nytimes.com/svc/community/v2/comments/user/id/40880089.xml,40880089,40880089,"1,423,847,624",0.033087341,0.923076923,111.6388889,0.02484879,0,24.01388889,8.083333333,64,"14,126,918",0.160817657,0,1,0,18.2,2,0.693147181,1
"That is not the issue at hand and is not helpful in the discourse at hand; your point may be valid but, in this conversation, it serves only to deflect responsibility, which is a big part of the problem.",P,43.621196,Michigan,-84.682435,approved,api.nytimes.com/svc/community/v2/comments/user/id/40880089.xml,40880089,40880089,"1,423,847,624",0.039071657,0.923076923,111.6388889,0.02484879,0,24.01388889,8.083333333,39,"14,126,975",0.06849433,0,1,0,15.2,0,0,1
"\""He said that the police needed to have more interactions with those they are charged to protect. \'It_s hard to hate up close,\' he said.\""  I think its great Mr. Comey would like to have his FBI agents spend more time getting to know the communities where they disproportionately make arrests of blacks particularly for violent crimes.  Hold it, you say he didn\'t intend this to be for his organization but for metropolitan police?  Well, does he know how they can free up time to hang out with those communities with disproportionate arrest rates?  He should share.  After all, studies show that officers now start their workday with over 8 calls already on their CRT screen in the patrol car and they go from one family dispute because the 13-year old hit grandma to a neighbor noise complaint, to the next complaint, etc.  Now suburban police have the time to get to know folks, they average half as many calls per officer despite having far fewer officers.  I understand that Mr. Comey has actually never been on patrol or worked as a police officer but perhaps he could provide a little more clarity on what he suggests.  Otherwise its just rhetoric.",Robert,43.621196,Michigan,-84.682435,approved,api.nytimes.com/svc/community/v2/comments/user/id/68847402.xml,68847402,68847402,"1,423,765,224",0.248853929,30.54545455,74.93452381,0.021583104,0.017857143,21.36815476,8.133928571,203,"14,118,454",0.322348054,0,1,0.014705882,34.3,3,1.098612289,1
"You equate white Americans with white South Africans as the only two groups who fear blacks.  You should spend a little time in some suburbs of Paris or London.  This is not solely the problem of the US, it is just a matter of coverage.  Don\'t paint all whites with the same brush if you don\'t want whites to do the same.",Jean Boling,43.644764,Idaho,-114.015407,approved,api.nytimes.com/svc/community/v2/comments/user/id/52102922.xml,52102922,52102922,"1,423,847,935",0.083194083,9.289473684,59.14305949,0.034252058,0.065155807,17.85637394,9.584985836,64,"14,129,089",0.237057896,0,1,0.015625,20.7,1,0,1
"Perhaps existentially this jerk deserved death.  But, in fact the police were amazing, cool, calm and he gave it up.  What if they always were so well trained and cool?  I think they\'d get deserved respect and credit.  ",HollandP,43.652921,Toronto,-79.384901,approved,api.nytimes.com/svc/community/v2/comments/user/id/62386134.xml,62386134,62386134,"1,423,773,865",0.05074603,0.102040816,75.2,0.016057203,0,19.7,5.4,39,"14,120,343",0.12918816,0,1,0.025641026,12.9,5,1.609437912,1
"No.  The mental shortcut is \""understandable\"" - it is not \""logical\"".<br/><br/>If (to take arbitrary and invented numbers), 1% of white people commit crimes and 2% of black people commit crimes, it is understandable that a police officer would look harder a at a black person than at a white person as a suspect.  However, given that 98% of black people are law-abiding (that\'s a made up number, the real percentage is likely higher), it is anything but \""logical\"" to suspect all black persons of being criminals.  Logic would dictate the opposite.",Eric,43.652921,"Toronto, Canada",-79.384901,approved,api.nytimes.com/svc/community/v2/comments/user/id/48877709.xml,48877709,48877709,"1,423,772,549",0.152488054,0.407407407,88.6969697,0.020781067,0.03030303,21.76666667,15.09090909,93,"14,120,278",0.424922033,0,1,0,22.2,7,1.945910149,1
"Resources.  White collar crime is difficult, time-consuming and expensive to prove.  If it\'s done well, it can be hard to distinguish from a legitimate business transaction.  You frequently require forensic accountants and computer forensics experts to even understand what happened.  A stickup at the corner store is much easier to understand, and to prove in court.",Eric,43.652921,"Toronto, Canada",-79.384901,approved,api.nytimes.com/svc/community/v2/comments/user/id/48877709.xml,48877709,48877709,"1,423,773,851",0.031294796,0.407407407,88.6969697,0.020781067,0.03030303,21.76666667,15.09090909,58,"14,120,306",0.089557969,0,1,0,21.5,2,0.693147181,1
"If people of a certain profile commit the overwhelming number of crimes then that \""mental shortcut\"" is logical.<br/><br/>As an analogy. there is a reason why auto insurance rates are astronomically high for teenagers, and it is not because insurers hate teenagers but they are at highest risk of getting into accidents.  ",RS,44.045737,Philly,-121.265134,approved,api.nytimes.com/svc/community/v2/comments/user/id/66742458.xml,66742458,66742458,"1,423,762,860",0.049183097,60.5,31.19834711,0.022672105,0.011216057,13.55023613,7.710153483,52,"14,118,153",0,0,1,0,20.7,87,4.465908119,1
"So the police have to start viewing us as \""people\"" and not the enemy?  I\'ll believe that when I see it.  <br/><br/>I went to college to become a police officer, and I can tell you for a fact that as early as the first semester of school, an \""us versus them\"" mentality was shoved down our throats.  <br/><br/>Change needs to start in the very beginning of a career in law enforcement.  The beginning being the very first day of college for potential officers. ",Troy Luchterhand,44.430898,WI,-89.688464,approved,api.nytimes.com/svc/community/v2/comments/user/id/67985320.xml,67985320,67985320,"1,423,791,940",0.209920189,1.882352941,52.3125,0.035586632,0.09375,15.21875,12.03125,84,"14,122,327",0.262796852,0,1,0.079545455,18.2,5,1.609437912,1
"As a social scientist, I appreciate Mr. Comey_s references to research, his regular use of _often_ instead of _always_ (or an implied _always_) in trying to make general statements about officers, and his attempt to identify environmental influences on officers_ behaviors. Officers who regularly racially profile or work from stereotypes and hurt innocent individuals should not be excused, but to just say they_re racist is often an incomplete explanation. Mr. Comey tries to offer a more complete explanation.<br/><br/>But to say _that all people have unconscious racial biases_ is not necessarily true. Research is based on sampling and averages, so it_s hard to say for sure whether it_s _all_ people. But the point about biases sometimes being unconscious is important. Non-prejudiced people are often those who adjust, inhibit, or ignore their initial unconscious reactions to an outgroup member.",drs,44.430898,Wisconsin,-89.688464,approved,api.nytimes.com/svc/community/v2/comments/user/id/68351881.xml,68351881,68351881,"1,423,848,119",0.128627125,2.75,171.9090909,0.026652831,0.181818182,34.93636364,7.909090909,139,"14,129,378",0.137385972,1,1,0.007092199,33.4,6,1.791759469,1
"Actually he says that\'s what one might think, but in the next graph explains why that explanation doesn\'t pan out.",Tootie,44.950404,St. Paul,-93.101503,approved,api.nytimes.com/svc/community/v2/comments/user/id/54424043.xml,54424043,54424043,"1,423,847,147",0.007117669,2.703703704,136.260274,0.043144781,0.082191781,26.77534247,16.01369863,22,"14,126,621",0.05572079,0,1,0,10.1,0,0,1
"Try living in a majority black neighborhood for awhile and then tell me if you still think leaders are grandstanding.<br/>Six year olds witnessing police brutality carry the fear and loathing they learn towards police forward into adulthood. Brutalize a teenager and you change the course of their life, usually not for the good. Be forced, as a middle-aged black father in your middle-class car, to spread eagle in front of your wife and children, and you will forever view yourself and police in a different light.<br/>I\'m talking about experiences that happened to our dear, kind neighbors when we lived in South Central Los Angeles. We are white, and we witnessed some of this. We have never felt so helpless.",Tootie,44.950404,St. Paul,-93.101503,approved,api.nytimes.com/svc/community/v2/comments/user/id/54424043.xml,54424043,54424043,"1,423,847,147",0.149152185,2.703703704,136.260274,0.043144781,0.082191781,26.77534247,16.01369863,124,"14,126,729",0.321258584,0,1,0.079365079,25,0,0,1
"Well, I\'m a white person who lived for a time in a majority black neighborhood and witnessed police harassment and police brutality of our neighbors while their gaze slipped over us. We complained many times and nothing changed. And every neighbor had their own stories, including a matronly mom spread eagled by the side of the freeway in a routine traffic stop.<br/>Also, in the early 2000s, a visiting surgeon in for a conference was picked up for \""driving too slowly on the freeway.\"" The car rental company had switched Vin numbers on identical cars. The officers could have called the car rental place and learned the car wasn\'t stolen. This doctor explained it was a rental car and the papers were on the seat next to him.  Instead, they cuffed him too tightly and drove him around for a couple of hours, calling him an ape and pretending they were going to kill him \""while escaping.\"" They eventually brought him in to book him, at this point removing his cuffs, but not until he had suffered enough nerve damage-- and very likely psychological damage--that he will never operate again, so there goes his livelihood. I can\'t imagine either incident ever happening to a white person in this country. Before blaming the victim, if prefer if you did some research on police brutality against minorities and what it really looks like.",Tootie,44.950404,St. Paul,-93.101503,approved,api.nytimes.com/svc/community/v2/comments/user/id/54424043.xml,54424043,54424043,"1,423,847,147",0.111972248,2.703703704,136.260274,0.043144781,0.082191781,26.77534247,16.01369863,235,"14,126,384",0.251331769,0,1,0.033898305,35.7,2,0.693147181,1
